fund_name,category,fund_house,scheme_id,url,status,benchmark,aum_cr,expense_ratio,launch_date,rank_3y,rank_1y,star_rating,return_since_inception_new,return_1y,return_3y,return_5y,return_since_inception,consistency_score,category_rank,sharpe_ratio,alpha,beta,std_dev
Baroda BNP Paribas Multi Cap Fund,Multi Cap,Baroda BNP Paribas Mutual Fund,1657,https://www.etmoney.com/mutual-funds/baroda-bnp-paribas-multi-cap-fund/portfolio-details/1657,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,3219,1.96,2003-08-14,11.0,19.0,3.0,,2.93,16.41,16.17,15.92,3.0,-1.0,0.7216,0.986,0.8935,15.9353
Canara Robeco Multi Cap Fund,Multi Cap,Canara Robeco Mutual Fund,43976,https://www.etmoney.com/mutual-funds/canara-robeco-multi-cap-fund/portfolio-details/43976,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,5229,1.93,2023-07-07,,22.0,2.0,,2.19,,,12.83,0.0,-1.0,0.0,0.0,0.0,0.0
DSP Multicap Fund,Multi Cap,DSP Mutual Fund,44362,https://www.etmoney.com/mutual-funds/dsp-multicap-fund/portfolio-details/44362,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,2731,2.42,2024-01-08,,20.0,2.0,,2.42,,,6.92,0.0,-1.0,0.5546,-1.9409,0.9887,17.4783
Edelweiss Multi Cap Fund,Multi Cap,Edelweiss Mutual Fund,44161,https://www.etmoney.com/mutual-funds/edelweiss-multi-cap-fund/portfolio-details/44161,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,3200,2.01,2023-10-04,,13.0,3.0,,3.86,,,16.31,0.0,-1.0,0.5546,-1.9409,0.9887,17.4783
Franklin India Multi Cap Fund,Multi Cap,Franklin Templeton Mutual Fund,44768,https://www.etmoney.com/mutual-funds/franklin-india-multi-cap-fund/portfolio-details/44768,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,4826,3.0,2024-07-08,,17.0,3.0,,3.24,,,0.27,0.0,-1.0,0.5546,-1.9409,0.9887,17.4783
HDFC Multi Cap Fund,Multi Cap,HDFC Mutual Fund,42327,https://www.etmoney.com/mutual-funds/hdfc-multi-cap-fund/portfolio-details/42327,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,19558,1.94,2021-11-23,12.0,25.0,3.0,,-0.81,15.75,,14.02,3.0,-1.0,0.5546,-1.9409,0.9887,17.4783
HSBC Multi Cap Fund,Multi Cap,HSBC Mutual Fund,43461,https://www.etmoney.com/mutual-funds/hsbc-multi-cap-fund/portfolio-details/43461,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,5500,2.22,2023-01-10,2.0,8.0,4.0,,6.07,20.77,,20.92,5.0,-1.0,0.8972,4.0695,1.0043,17.7073
ICICI Prudential Multicap Fund,Multi Cap,ICICI Prudential Mutual Fund,31865,https://www.etmoney.com/mutual-funds/icici-prudential-multicap-fund/portfolio-details/31865,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,16997,1.67,1994-08-24,6.0,7.0,4.0,,6.51,18.94,17.41,14.92,3.0,2.0,0.8698,3.3256,0.9058,16.0773
ITI Multi Cap Fund,Multi Cap,ITI Mutual Fund,40307,https://www.etmoney.com/mutual-funds/iti-multi-cap-fund/portfolio-details/40307,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,1365,2.44,2019-04-25,7.0,3.0,3.0,,7.77,18.59,12.52,13.24,4.0,5.0,0.7621,1.6291,1.0008,17.5908
Invesco India Multicap Fund,Multi Cap,Invesco Mutual Fund,6465,https://www.etmoney.com/mutual-funds/invesco-india-multicap-fund/portfolio-details/6465,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,3995,1.9,2008-01-07,17.0,27.0,2.0,,-4.27,14.29,13.66,14.98,2.0,-1.0,0.5546,-1.9409,0.9887,17.4783
Kotak Multicap Fund,Multi Cap,Kotak Mahindra Mutual Fund,42173,https://www.etmoney.com/mutual-funds/kotak-multicap-fund/portfolio-details/42173,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,25769,1.64,2021-09-08,1.0,6.0,5.0,,6.81,20.85,,15.13,5.0,0.0,0.9183,4.4349,1.0167,17.8577
LIC MF Multi Cap Fund,Multi Cap,LIC Mutual Fund,43071,https://www.etmoney.com/mutual-funds/lic-mf-multi-cap-fund/portfolio-details/43071,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,1849,3.13,2022-10-06,9.0,10.0,3.0,,5.34,18.05,,15.91,3.0,-1.0,0.5546,-1.9409,0.9887,17.4783
Mahindra Manulife Multi Cap Fund,Multi Cap,Mahindra Manulife Mutual Fund,34477,https://www.etmoney.com/mutual-funds/mahindra-manulife-multi-cap-fund/portfolio-details/34477,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,6439,2.91,2017-04-20,5.0,4.0,4.0,,7.49,19.32,17.31,15.27,4.0,3.0,0.8406,2.9309,0.9542,16.8434
Mirae Asset Multicap Fund,Multi Cap,Mirae Asset Mutual Fund,43983,https://www.etmoney.com/mutual-funds/mirae-asset-multicap-fund/portfolio-details/43983,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,4954,2.06,2023-07-28,,18.0,3.0,,3.02,,,12.44,0.0,-1.0,0.0,0.0,0.0,0.0
Motilal Oswal Multi Cap Fund,Multi Cap,Motilal Oswal Mutual Fund,44697,https://www.etmoney.com/mutual-funds/motilal-oswal-multi-cap-fund/portfolio-details/44697,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,3994,3.24,2024-05-28,,28.0,1.0,,-5.75,,,10.01,0.0,-1.0,0.0,0.0,0.0,0.0
Nippon India Multi Cap Fund,Multi Cap,Nippon India Mutual Fund,2455,https://www.etmoney.com/mutual-funds/nippon-india-multi-cap-fund/portfolio-details/2455,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,52634,1.62,2005-02-14,8.0,16.0,3.0,,3.56,18.42,20.66,17.33,3.0,1.0,0.8747,3.4463,0.8965,15.9992
PGIM India Multi Cap Fund,Multi Cap,PGIM India Mutual Fund,44863,https://www.etmoney.com/mutual-funds/pgim-india-multi-cap-fund/portfolio-details/44863,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,418,2.47,2024-08-22,,11.0,3.0,,4.52,,,-2.22,0.0,-1.0,0.5546,-1.9409,0.9887,17.4783
Quant Multi Cap Fund,Multi Cap,Quant Mutual Fund,32605,https://www.etmoney.com/mutual-funds/quant-multi-cap-fund/portfolio-details/32605,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,6574,1.87,2001-02-19,19.0,23.0,1.0,,1.82,11.96,12.49,17.79,1.0,-1.0,0.3865,-4.8274,1.0139,18.379
SBI Multicap Fund,Multi Cap,SBI Mutual Fund,42561,https://www.etmoney.com/mutual-funds/sbi-multicap-fund/portfolio-details/42561,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,23119,1.62,2022-02-14,15.0,26.0,2.0,,-1.19,14.57,,11.85,2.0,-1.0,0.5546,-1.9409,0.9887,17.4783
Samco Multi Cap Fund,Multi Cap,Samco Mutual Fund,44886,https://www.etmoney.com/mutual-funds/samco-multi-cap-fund/portfolio-details/44886,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,234,3.0,2024-10-10,,29.0,1.0,,-9.0,,,-11.99,0.0,-1.0,0.5546,-1.9409,0.9887,17.4783
Sundaram Multi Cap Fund,Multi Cap,Sundaram Mutual Fund,32529,https://www.etmoney.com/mutual-funds/sundaram-multi-cap-fund/portfolio-details/32529,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,2525,2.82,2000-10-03,16.0,24.0,2.0,,0.62,14.43,14.07,14.84,2.0,-1.0,0.6388,-0.5454,0.913,15.965
Tata Multicap Fund,Multi Cap,Tata Mutual Fund,43469,https://www.etmoney.com/mutual-funds/tata-multicap-fund/portfolio-details/43469,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,3216,2.03,2023-01-16,18.0,2.0,1.0,,7.79,12.13,,12.06,1.0,0.0,0.4652,-3.2721,0.9055,15.872
UTI Multi Cap Fund,Multi Cap,UTI Mutual Fund,45491,https://www.etmoney.com/mutual-funds/uti-multi-cap-fund/portfolio-details/45491,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,1931,2.1,2025-04-29,,,,0.6,0.43,,,-0.45,0.0,-1.0,0.0,0.0,0.0,0.0
Union Multicap Fund,Multi Cap,Union Mutual Fund,43221,https://www.etmoney.com/mutual-funds/union-multicap-fund/portfolio-details/43221,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,1329,2.75,2022-11-28,10.0,5.0,3.0,,7.37,16.62,,15.93,3.0,0.0,0.7394,1.1251,0.8982,15.815
WhiteOak Capital Multi Cap Fund,Multi Cap,Whiteoak Capital Mutual Fund,44143,https://www.etmoney.com/mutual-funds/whiteoak-capital-multi-cap-fund/portfolio-details/44143,ACTIVE,Nifty 500 Multicap 50:25:25 TRI,3421,2.29,2023-08-31,,9.0,4.0,,5.7,,,16.22,0.0,-1.0,0.5546,-1.9409,0.9887,17.4783
Aditya Birla Sun Life Banking & Financial Services Fund,Sectoral Banking,Aditya Birla Sun Life Mutual Fund,22046,https://www.etmoney.com/mutual-funds/aditya-birla-sun-life-banking-and-financial-services-fund/portfolio-details/22046,ACTIVE,NIFTY Financial Services TRI,3541,1.92,2013-11-25,,,,15.58,0.34,12.22,11.26,,2.0,-1.0,,,,
Bajaj Finserv Banking And Financial Services Fund,Sectoral Banking,Bajaj Finserv Mutual Fund,45891,https://www.etmoney.com/mutual-funds/bajaj-finserv-banking-and-financial-services-fund/portfolio-details/45891,ACTIVE,NIFTY Financial Services TRI,415,3.78,2025-11-10,,,,-5.99,,,,,,,0.0,0.0,0.0,0.0
Bandhan Financial Services Fund,Sectoral Banking,Bandhan Mutual Fund,43972,https://www.etmoney.com/mutual-funds/bandhan-financial-services-fund/portfolio-details/43972,ACTIVE,NIFTY Financial Services TRI,1060,2.4,2023-07-10,,,,12.97,-2.24,,,,0.0,-1.0,,,,
Bank of India Banking & Financial Services Fund,Sectoral Banking,Bank Of India Mutual Fund,46069,https://www.etmoney.com/mutual-funds/bank-of-india-banking-and-financial-services-fund/portfolio-details/46069,ACTIVE,NIFTY Financial Services TRI,275,2.47,2026-01-08,,,,,,,,,,,,,,
Baroda BNP Paribas Banking and Financial Services Fund,Sectoral Banking,Baroda BNP Paribas Mutual Fund,14514,https://www.etmoney.com/mutual-funds/baroda-bnp-paribas-banking-and-financial-services-fund/portfolio-details/14514,ACTIVE,NIFTY Financial Services TRI,389,2.47,2012-06-01,,,,11.67,-1.3,13.18,10.97,,4.0,-1.0,0.5547,5.0782,0.9265,15.8358
DSP Banking & Financial Services Fund,Sectoral Banking,DSP Mutual Fund,44270,https://www.etmoney.com/mutual-funds/dsp-banking-and-financial-services-fund/portfolio-details/44270,ACTIVE,NIFTY Financial Services TRI,1828,3.32,2023-11-20,,,,14.38,7.07,,,,0.0,0.0,0.0,0.0,0.0,0.0
HDFC Banking & Financial Services Fund,Sectoral Banking,HDFC Mutual Fund,41999,https://www.etmoney.com/mutual-funds/hdfc-banking-and-financial-services-fund/portfolio-details/41999,ACTIVE,NIFTY Financial Services TRI,4370,2.39,2021-06-11,,,,11.55,1.81,12.68,,,3.0,-1.0,,,,
HSBC Financial Services Fund,Sectoral Banking,HSBC Mutual Fund,45279,https://www.etmoney.com/mutual-funds/hsbc-financial-services-fund/portfolio-details/45279,ACTIVE,BSE Financial Services TRI,866,2.74,2025-02-06,,,,15.95,7.16,,,,0.0,0.0,0.0,0.0,0.0,0.0
Helios Financial Services Fund,Sectoral Banking,Helios Mutual Fund,44732,https://www.etmoney.com/mutual-funds/helios-financial-services-fund/portfolio-details/44732,ACTIVE,NIFTY Financial Services TRI,191,2.43,2024-05-31,,,,4.44,0.18,,,,0.0,-1.0,0.0,0.0,0.0,0.0
ICICI Prudential Banking and Financial Services Fund,Sectoral Banking,ICICI Prudential Mutual Fund,8044,https://www.etmoney.com/mutual-funds/icici-prudential-banking-and-financial-services-fund/portfolio-details/8044,ACTIVE,NIFTY Financial Services TRI,10589,2.16,2008-07-09,,,,15.33,-3.97,10.49,10.05,,2.0,-1.0,0.4578,3.2819,0.8456,14.5581
ITI Banking and Financial Services Fund,Sectoral Banking,ITI Mutual Fund,42297,https://www.etmoney.com/mutual-funds/iti-banking-and-financial-services-fund/portfolio-details/42297,ACTIVE,NIFTY Financial Services TRI,362,2.41,2021-11-15,,,,9.04,2.77,11.18,,,3.0,0.0,0.4376,3.2674,0.9364,16.0262
Invesco India Financial Services Fund,Sectoral Banking,Invesco Mutual Fund,7599,https://www.etmoney.com/mutual-funds/invesco-india-financial-services-fund/portfolio-details/7599,ACTIVE,NIFTY Financial Services TRI,1673,2.07,2008-05-19,,,,16.29,6.06,18.12,14.43,,4.0,4.0,0.8386,9.5227,0.8401,15.3634
Kotak Banking & Financial Services Fund,Sectoral Banking,Kotak Mahindra Mutual Fund,43559,https://www.etmoney.com/mutual-funds/kotak-banking-and-financial-services-fund/portfolio-details/43559,ACTIVE,NIFTY Financial Services TRI,1447,2.13,2023-02-06,,,,13.94,1.11,11.89,,,4.0,-1.0,,,,
LIC MF Banking & Financial Services Fund,Sectoral Banking,LIC Mutual Fund,29210,https://www.etmoney.com/mutual-funds/lic-mf-banking-and-financial-services-fund/portfolio-details/29210,ACTIVE,NIFTY Financial Services TRI,262,2.41,2015-03-09,,,,6.61,0.0,7.95,9.52,,1.0,-1.0,,,,
Mirae Asset Banking and Financial Services Fund,Sectoral Banking,Mirae Asset Mutual Fund,41656,https://www.etmoney.com/mutual-funds/mirae-asset-banking-and-financial-services-fund/portfolio-details/41656,ACTIVE,NIFTY Financial Services TRI,2174,2.05,2020-11-25,,,,13.97,1.81,13.45,12.2,,4.0,-1.0,0.5978,5.748,0.9153,15.7408
Nippon India Banking & Financial Services Fund,Sectoral Banking,Nippon India Mutual Fund,1546,https://www.etmoney.com/mutual-funds/nippon-india-banking-and-financial-services-fund/portfolio-details/1546,ACTIVE,NIFTY Financial Services TRI,7470,1.97,2003-05-08,,,,19.6,0.23,13.69,14.18,,3.0,-1.0,0.6303,6.1629,0.9001,15.4919
Quant BFSI Fund,Sectoral Banking,Quant Mutual Fund,43960,https://www.etmoney.com/mutual-funds/quant-bfsi-fund/portfolio-details/43960,ACTIVE,NIFTY Financial Services TRI,753,2.51,2023-06-01,,,,24.6,19.05,,,,0.0,0.0,0.0,0.0,0.0,0.0
SBI Banking & Financial Services Fund,Sectoral Banking,SBI Mutual Fund,28968,https://www.etmoney.com/mutual-funds/sbi-banking-and-financial-services-fund/portfolio-details/28968,ACTIVE,NIFTY Financial Services TRI,10375,2.02,2015-02-11,,,,13.46,3.45,16.41,12.51,,5.0,2.0,0.7862,8.0784,0.843,14.5655
Sundaram Financial Services Opportunities Fund,Sectoral Banking,Sundaram Mutual Fund,7386,https://www.etmoney.com/mutual-funds/sundaram-financial-services-opportunities-fund/portfolio-details/7386,ACTIVE,NIFTY Financial Services TRI,1613,2.08,2008-04-17,,,,13.84,-0.13,14.01,13.21,,3.0,-1.0,0.6057,6.2841,0.9582,16.7048
Tata Banking and Financial Services Fund,Sectoral Banking,Tata Mutual Fund,30853,https://www.etmoney.com/mutual-funds/tata-banking-and-financial-services-fund/portfolio-details/30853,ACTIVE,NIFTY Financial Services TRI,3043,2.67,2015-12-04,,,,14.76,0.15,13.05,11.58,,3.0,-1.0,0.5453,5.018,0.9139,15.9077
UTI Banking and Financial Services Fund,Sectoral Banking,UTI Mutual Fund,1963,https://www.etmoney.com/mutual-funds/uti-banking-and-financial-services-fund/portfolio-details/1963,ACTIVE,NIFTY Financial Services TRI,1350,4.4,2005-08-01,,,,12.69,-0.38,12.41,11.23,,2.0,-1.0,,,,
WhiteOak Capital Banking & Financial Services Fund,Sectoral Banking,Whiteoak Capital Mutual Fund,44409,https://www.etmoney.com/mutual-funds/whiteoak-capital-banking-and-financial-services-fund/portfolio-details/44409,ACTIVE,NIFTY Financial Services TRI,592,2.51,2024-01-16,,,,9.39,1.54,,,,0.0,-1.0,0.0,0.0,0.0,0.0
Aditya Birla Sun Life Digital India Fund,Sectoral Technology,Aditya Birla Sun Life Mutual Fund,32410,https://www.etmoney.com/mutual-funds/aditya-birla-sun-life-digital-india-fund/portfolio-details/32410,ACTIVE,BSE Teck TRI,3799,3.11,1999-12-15,,,,10.69,-12.8,6.34,7.51,,1.0,-1.0,0.1762,3.7223,0.867,19.6773
Edelweiss Technology Fund,Sectoral Technology,Edelweiss Mutual Fund,44485,https://www.etmoney.com/mutual-funds/edelweiss-technology-fund/portfolio-details/44485,ACTIVE,BSE Teck TRI,691,2.35,2024-02-14,,,,7.28,5.63,,,,0.0,-1.0,0.0,0.0,0.0,0.0
Franklin India Technology Fund,Sectoral Technology,Franklin Templeton Mutual Fund,32245,https://www.etmoney.com/mutual-funds/franklin-india-technology-fund/portfolio-details/32245,ACTIVE,BSE Teck TRI,1648,2.12,1998-08-10,,,,17.75,-9.09,13.82,10.37,,4.0,-1.0,0.5541,10.4999,0.7544,18.5469
HDFC Technology Fund,Sectoral Technology,HDFC Mutual Fund,44139,https://www.etmoney.com/mutual-funds/hdfc-technology-fund/portfolio-details/44139,ACTIVE,BSE Teck TRI,1328,2.16,2023-08-25,,,,3.54,-18.36,,,,0.0,-1.0,0.0,0.0,0.0,0.0
ICICI Prudential Technology Fund,Sectoral Technology,ICICI Prudential Mutual Fund,32420,https://www.etmoney.com/mutual-funds/icici-prudential-technology-fund/portfolio-details/32420,ACTIVE,BSE Teck TRI,13068,2.1,2000-01-07,,,,11.07,-13.02,8.48,8.47,,3.0,-1.0,0.2719,5.4345,0.8425,19.0714
Invesco India Technology Fund,Sectoral Technology,Invesco Mutual Fund,44901,https://www.etmoney.com/mutual-funds/invesco-india-technology-fund/portfolio-details/44901,ACTIVE,NIFTY IT TRI,291,2.4,2024-09-03,,,,-5.05,0.44,,,,0.0,0.0,0.0,0.0,0.0,0.0
Kotak Technology Fund,Sectoral Technology,Kotak Mahindra Mutual Fund,44527,https://www.etmoney.com/mutual-funds/kotak-technology-fund/portfolio-details/44527,ACTIVE,BSE Teck TRI,526,2.44,2024-02-12,,,,-1.34,-13.73,,,,0.0,-1.0,0.0,0.0,0.0,0.0
Motilal Oswal Digital India Fund,Sectoral Technology,Motilal Oswal Mutual Fund,44999,https://www.etmoney.com/mutual-funds/motilal-oswal-digital-india-fund/portfolio-details/44999,ACTIVE,BSE Teck TRI,754,2.72,2024-10-11,,,,-9.1,-11.83,,,,0.0,0.0,0.0,0.0,0.0,0.0
Quant Teck Fund,Sectoral Technology,Quant Mutual Fund,44145,https://www.etmoney.com/mutual-funds/quant-teck-fund/portfolio-details/44145,ACTIVE,NIFTY IT TRI,235,3.08,2023-08-22,,,,1.4,-16.9,,,,0.0,-1.0,0.0,0.0,0.0,0.0
SBI Technology Opportunities Fund,Sectoral Technology,SBI Mutual Fund,17056,https://www.etmoney.com/mutual-funds/sbi-technology-opportunities-fund/portfolio-details/17056,ACTIVE,BSE Teck TRI,4240,1.89,2013-01-01,,,,17.03,-10.63,9.82,10.74,,2.0,-1.0,,,,
Tata Digital India Fund,Sectoral Technology,Tata Mutual Fund,30865,https://www.etmoney.com/mutual-funds/tata-digital-india-fund/portfolio-details/30865,ACTIVE,NIFTY IT TRI,9697,1.79,2015-12-04,,,,13.98,-16.85,6.65,7.75,,4.0,-1.0,0.2077,4.4308,0.8913,20.0711
WhiteOak Capital Digital Bharat Fund,Sectoral Technology,Whiteoak Capital Mutual Fund,44935,https://www.etmoney.com/mutual-funds/whiteoak-capital-digital-bharat-fund/portfolio-details/44935,ACTIVE,BSE Teck TRI,405,2.63,2024-09-20,,,,-6.08,-7.5,,,,0.0,0.0,0.0,0.0,0.0,0.0
Aditya Birla Sun Life Small Cap Fund,Small Cap,Aditya Birla Sun Life Mutual Fund,4813,https://www.etmoney.com/mutual-funds/aditya-birla-sun-life-small-cap-fund/portfolio-details/4813,ACTIVE,BSE 250 SmallCap TRI,5253,1.85,2007-04-09,13.0,7.0,3.0,,10.67,17.46,14.73,12.2,3.0,-1.0,0.6794,0.4913,0.9007,20.5802
Axis Small Cap Fund,Small Cap,Axis Mutual Fund,21857,https://www.etmoney.com/mutual-funds/axis-small-cap-fund/portfolio-details/21857,ACTIVE,NIFTY Smallcap 250 TRI,27364,1.74,2013-11-11,16.0,19.0,3.0,,6.35,16.94,17.76,20.88,3.0,8.0,0.705,0.8498,0.7463,17.062
Bajaj Finserv Small Cap Fund,Small Cap,Bajaj Finserv Mutual Fund,45619,https://www.etmoney.com/mutual-funds/bajaj-finserv-small-cap-fund/portfolio-details/45619,ACTIVE,BSE 250 SmallCap TRI,1903,3.08,2025-06-27,,,,-1.16,,,,-1.41,,,0.0,0.0,0.0,0.0
Bandhan Small Cap Fund,Small Cap,Bandhan Mutual Fund,41035,https://www.etmoney.com/mutual-funds/bandhan-small-cap-fund/portfolio-details/41035,ACTIVE,BSE 250 SmallCap TRI,25346,2.0,2020-02-03,1.0,6.0,5.0,,10.9,29.1,22.53,28.45,5.0,2.0,1.1024,9.2915,0.9204,20.9341
Bank of India Small Cap Fund,Small Cap,Bank Of India Mutual Fund,38760,https://www.etmoney.com/mutual-funds/bank-of-india-small-cap-fund/portfolio-details/38760,ACTIVE,NIFTY Smallcap 250 TRI,2168,2.65,2018-11-28,5.0,3.0,4.0,,12.44,21.07,19.91,24.06,4.0,11.0,0.7436,2.1902,0.9387,21.8536
Baroda BNP Paribas Small Cap Fund,Small Cap,Baroda BNP Paribas Mutual Fund,44174,https://www.etmoney.com/mutual-funds/baroda-bnp-paribas-small-cap-fund/portfolio-details/44174,ACTIVE,NIFTY Smallcap 250 TRI,1204,2.2,2023-10-06,,14.0,3.0,,8.21,,,11.78,0.0,0.0,0.0,0.0,0.0,0.0
Canara Robeco Small Cap Fund,Small Cap,Canara Robeco Mutual Fund,39294,https://www.etmoney.com/mutual-funds/canara-robeco-small-cap-fund/portfolio-details/39294,ACTIVE,NIFTY Smallcap 250 TRI,13276,1.78,2019-01-25,20.0,23.0,2.0,,5.23,15.1,17.89,20.37,2.0,-1.0,0.7217,1.176,0.8107,18.4547
DSP Small Cap Fund,Small Cap,DSP Mutual Fund,4876,https://www.etmoney.com/mutual-funds/dsp-small-cap-fund/portfolio-details/4876,ACTIVE,BSE 250 SmallCap TRI,17906,1.67,2007-05-04,8.0,2.0,3.0,,13.41,19.64,18.83,17.19,4.0,15.0,0.714,1.5481,0.9273,21.6212
Edelweiss Small Cap Fund,Small Cap,Edelweiss Mutual Fund,39328,https://www.etmoney.com/mutual-funds/edelweiss-small-cap-fund/portfolio-details/39328,ACTIVE,NIFTY Smallcap 250 TRI,5952,2.13,2019-01-18,11.0,16.0,3.0,,7.1,18.12,18.77,22.76,3.0,-1.0,0.7217,1.176,0.8107,18.4547
Franklin India Small Cap Fund,Small Cap,Franklin Templeton Mutual Fund,2829,https://www.etmoney.com/mutual-funds/franklin-india-small-cap-fund/portfolio-details/2829,ACTIVE,NIFTY Smallcap 250 TRI,13850,1.77,2005-11-16,14.0,27.0,3.0,,2.73,17.45,19.41,14.84,3.0,-1.0,0.0,0.0,0.0,0.0
HDFC Small Cap Fund,Small Cap,HDFC Mutual Fund,6558,https://www.etmoney.com/mutual-funds/hdfc-small-cap-fund/portfolio-details/6558,ACTIVE,BSE 250 SmallCap TRI,38168,1.64,2008-02-11,19.0,24.0,2.0,,4.03,15.32,18.5,15.27,2.0,-1.0,0.6024,-0.8692,0.7924,18.2601
HSBC Small Cap Fund,Small Cap,HSBC Mutual Fund,25651,https://www.etmoney.com/mutual-funds/hsbc-small-cap-fund/portfolio-details/25651,ACTIVE,NIFTY Smallcap 250 TRI,16394,1.76,2014-04-22,17.0,22.0,2.0,,6.17,16.54,19.61,18.97,2.0,-1.0,0.5623,-2.1006,0.9633,21.9249
Helios Small Cap Fund,Small Cap,Helios Mutual Fund,45887,https://www.etmoney.com/mutual-funds/helios-small-cap-fund/portfolio-details/45887,ACTIVE,NIFTY Smallcap 250 TRI,932,2.23,2025-11-06,,,,0.1,,,,-1.39,,,0.0,0.0,0.0,0.0
ICICI Prudential Smallcap Fund,Small Cap,ICICI Prudential Mutual Fund,5453,https://www.etmoney.com/mutual-funds/icici-prudential-smallcap-fund/portfolio-details/5453,ACTIVE,NIFTY Smallcap 250 TRI,8741,1.81,2007-08-23,22.0,25.0,1.0,,3.86,14.17,17.33,12.22,2.0,14.0,0.0,0.0,0.0,0.0
ITI Small Cap Fund,Small Cap,ITI Mutual Fund,40997,https://www.etmoney.com/mutual-funds/iti-small-cap-fund/portfolio-details/40997,ACTIVE,NIFTY Smallcap 250 TRI,2937,1.95,2020-01-27,2.0,8.0,5.0,,10.4,24.95,17.08,18.87,5.0,9.0,0.9406,5.7708,0.8616,19.8559
Invesco India Smallcap Fund,Small Cap,Invesco Mutual Fund,38320,https://www.etmoney.com/mutual-funds/invesco-india-smallcap-fund/portfolio-details/38320,ACTIVE,BSE 250 SmallCap TRI,11038,1.93,2018-10-10,3.0,13.0,4.0,,8.79,23.08,21.63,20.88,4.0,3.0,0.9076,5.2286,0.8398,19.6209
JM Small Cap Fund,Small Cap,JM Financial Mutual Fund,44672,https://www.etmoney.com/mutual-funds/jm-small-cap-fund/portfolio-details/44672,ACTIVE,NIFTY Smallcap 250 TRI,677,2.51,2024-05-27,,20.0,2.0,,6.28,,,0.44,0.0,-1.0,0.0,0.0,0.0,0.0
Kotak Small Cap Fund,Small Cap,Kotak Mahindra Mutual Fund,2412,https://www.etmoney.com/mutual-funds/kotak-small-cap-fund/portfolio-details/2412,ACTIVE,NIFTY Smallcap 250 TRI,17416,1.67,2004-12-30,21.0,26.0,2.0,,3.22,14.31,15.19,16.33,2.0,-1.0,0.0,0.0,0.0,0.0
LIC MF Small Cap Fund,Small Cap,LIC Mutual Fund,34761,https://www.etmoney.com/mutual-funds/lic-mf-small-cap-fund/portfolio-details/34761,ACTIVE,NIFTY Smallcap 250 TRI,660,2.81,2017-06-01,12.0,12.0,3.0,,9.3,18.05,18.74,13.6,3.0,-1.0,0.6356,-0.147,0.9294,21.6714
Mahindra Manulife Small Cap Fund,Small Cap,Mahindra Manulife Mutual Fund,43241,https://www.etmoney.com/mutual-funds/mahindra-manulife-small-cap-fund/portfolio-details/43241,ACTIVE,BSE 250 SmallCap TRI,4462,2.96,2022-11-21,4.0,11.0,4.0,,9.36,22.87,,21.84,4.0,-1.0,0.8872,4.6332,0.8808,20.094
Mirae Asset Small Cap Fund,Small Cap,Mirae Asset Mutual Fund,45181,https://www.etmoney.com/mutual-funds/mirae-asset-small-cap-fund/portfolio-details/45181,ACTIVE,NIFTY Smallcap 250 TRI,4123,2.58,2025-01-10,,9.0,4.0,,10.3,,,10.52,0.0,-1.0,0.0,0.0,0.0,0.0
Motilal Oswal Small Cap Fund,Small Cap,Motilal Oswal Mutual Fund,44310,https://www.etmoney.com/mutual-funds/motilal-oswal-small-cap-fund/portfolio-details/44310,ACTIVE,NIFTY Smallcap 250 TRI,6206,2.13,2023-12-05,,4.0,4.0,,11.37,,,16.4,0.0,0.0,0.0,0.0,0.0,0.0
Nippon India Small Cap Fund,Small Cap,Nippon India Mutual Fund,11077,https://www.etmoney.com/mutual-funds/nippon-india-small-cap-fund/portfolio-details/11077,ACTIVE,NIFTY Smallcap 250 TRI,72673,1.35,2010-08-26,7.0,15.0,4.0,,7.49,19.8,21.83,19.86,4.0,1.0,0.7739,2.2154,0.8733,19.7655
